Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.507388059701492, 'Stressed Variance': 2455.3839752673202, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.79089552238806, 'Normal Variance': 1502.051723078637, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.6125,0.5,0.6875,0.5,0.575,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.042089552238806, 'Stressed Variance': 2314.184497126309, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.861044776119403, 'Normal Variance': 1187.258004878592, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.7,0.5125,0.625,0.5875,0.6,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.177686567164179, 'Stressed Variance': 2398.9574573345953, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.718358208955224, 'Normal Variance': 1484.1363495433277, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.7125,0.55,0.65,0.65,0.675,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.059216417910448, 'Stressed Variance': 2407.7310829680887, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.989514925373134, 'Normal Variance': 1216.589927376643, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.6125,0.625,0.6875,0.6,0.6375,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.750820895522388, 'Stressed Variance': 2502.557387385832, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.7121268656716415, 'Normal Variance': 1504.6103753271889, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.575,0.4875,0.6875,0.5,0.6,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.200149253731343, 'Stressed Variance': 2400.0099402762303, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.916082089552239, 'Normal Variance': 1208.3306816649033, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.5875,0.525,0.5875,0.6125,0.675,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.257910447761194, 'Stressed Variance': 2419.48564638004, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6942164179104475, 'Normal Variance': 1494.4458620725661, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.575,0.5375,0.725,0.625,0.5625,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.144850746268657, 'Stressed Variance': 2397.7929734851864, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.8460447761194025, 'Normal Variance': 1181.3892828636667, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.6,0.5875,0.7,0.55,0.5625,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.16089552238806, 'Stressed Variance': 2188.994858899532, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.681679104477612, 'Normal Variance': 1485.1591568821007, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.45,0.5375,0.725,0.4625,0.6,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.057723880597015, 'Stressed Variance': 2506.709988849131, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.831156716417911, 'Normal Variance': 1175.242648662007, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.5625,0.525,0.625,0.5875,0.5125,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.0689179104477615, 'Stressed Variance': 2237.2668547992316, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6719029850746265, 'Normal Variance': 1482.5062702592447, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.5375,0.525,0.675,0.4875,0.575,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.3235820895522385, 'Stressed Variance': 2830.01462298953, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.855186567164179, 'Normal Variance': 1173.3715290696703, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.575,0.6,0.5625,0.625,0.6,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.96955223880597, 'Stressed Variance': 1988.3716102472708, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6763805970149255, 'Normal Variance': 1492.5374719745485, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.5625,0.55,0.7125,0.5875,0.575,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.294888059701493, 'Stressed Variance': 2738.638451480007, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.9176119402985075, 'Normal Variance': 1209.1217196703049, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.55,0.4375,0.525,0.4625,0.4625,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.267462686567164, 'Stressed Variance': 2262.3809263978615, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.659216417910447, 'Normal Variance': 1492.1906202815217, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.5875,0.525,0.625,0.5375,0.5625,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.169179104477612, 'Stressed Variance': 2603.9793635052347, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.929179104477612, 'Normal Variance': 1207.0324470873243, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.5625,0.525,0.5875,0.475,0.575,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.052985074626866, 'Stressed Variance': 2150.2949537758964, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.687649253731343, 'Normal Variance': 1485.834563876977, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.6125,0.675,0.6625,0.6875,0.6625,0.3875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8605.90135157975, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.8503731343283585, 'Stressed Variance': 2471.719701353308, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.910820895522388, 'Normal Variance': 1206.9543605201604, 'Normal Steady State Time': 10.0})",1.8099999999999992,0.6125,0.5375,0.65,0.55,0.5625,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.982537313432836, 'Stressed Variance': 2349.153426397861, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.678582089552239, 'Normal Variance': 1494.2298248552017, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.5,0.5375,0.6875,0.5375,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.624813432835821, 'Stressed Variance': 2046.282630562208, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.867761194029851, 'Normal Variance': 1173.6695278235688, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.5875,0.4875,0.6,0.575,0.55,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.8684328358208955, 'Stressed Variance': 2250.2569438126534, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.64160447761194, 'Normal Variance': 1480.8947242913227, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.525,0.6375,0.6875,0.6,0.6375,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.9127985074626865, 'Stressed Variance': 2249.8578063474606, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.916977611940299, 'Normal Variance': 1214.0516520592003, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.65,0.575,0.5625,0.65,0.6375,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.936753731343283, 'Stressed Variance': 2407.782156625919, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.663582089552238, 'Normal Variance': 1492.3153304522166, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.5,0.575,0.6625,0.5,0.6,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.2120522388059705, 'Stressed Variance': 2543.2153696689134, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.8457835820895525, 'Normal Variance': 1184.4375232665961, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.6125,0.5625,0.6375,0.625,0.625,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.046044776119403, 'Stressed Variance': 2308.2713873412786, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.715522388059702, 'Normal Variance': 1506.0866844286033, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.575,0.6125,0.6625,0.5875,0.55,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.0510074626865675, 'Stressed Variance': 2428.428331074571, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.005149253731343, 'Normal Variance': 1234.4307943807082, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.6,0.625,0.5875,0.575,0.6125,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.818059701492538, 'Stressed Variance': 2193.0798828024062, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.686716417910448, 'Normal Variance': 1488.7746892180885, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.6,0.6375,0.6875,0.5875,0.6625,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8629.75147034117, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.287276119402985, 'Stressed Variance': 2521.30930078943, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.901044776119403, 'Normal Variance': 1183.0227451770998, 'Normal Steady State Time': 10.0})",1.8199999999999992,0.625,0.6625,0.6375,0.625,0.625,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.251753731343284, 'Stressed Variance': 2298.244493193083, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.702164179104478, 'Normal Variance': 1485.1144281521497, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.65,0.625,0.65,0.625,0.6375,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.878805970149254, 'Stressed Variance': 3353.2453120071286, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.927201492537313, 'Normal Variance': 1223.0620511235802, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.6875,0.525,0.6125,0.575,0.65,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.354253731343284, 'Stressed Variance': 2326.9001759356206, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.736082089552239, 'Normal Variance': 1510.3881458440076, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.65,0.5125,0.6375,0.5625,0.6125,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.146977611940298, 'Stressed Variance': 2669.8373154920364, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.9843283582089555, 'Normal Variance': 1226.1654260414348, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.5875,0.5375,0.575,0.525,0.6125,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.062873134328358, 'Stressed Variance': 2131.74854696898, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.746828358208956, 'Normal Variance': 1495.5830309854643, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.5625,0.4875,0.65,0.55,0.55,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.180634328358209, 'Stressed Variance': 2876.0368115379265, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.924925373134329, 'Normal Variance': 1218.8340652929385, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.5875,0.5,0.5875,0.575,0.575,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.151007462686567, 'Stressed Variance': 2207.645368388004, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6805970149253735, 'Normal Variance': 1494.5025339719316, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.5,0.55,0.625,0.55,0.6125,0.3875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.262014925373134, 'Stressed Variance': 2768.821348178882, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.986865671641791, 'Normal Variance': 1205.9290812207616, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.425,0.525,0.575,0.5125,0.575,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.095186567164179, 'Stressed Variance': 2183.4637380248937, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.727388059701492, 'Normal Variance': 1505.9136678046332, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.5875,0.525,0.6875,0.5875,0.5875,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8653.53585574064, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.37820895522388, 'Stressed Variance': 2966.9450923145464, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.968619402985075, 'Normal Variance': 1233.9264406312652, 'Normal Steady State Time': 10.0})",1.8299999999999992,0.6,0.4875,0.575,0.5375,0.55,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.860858208955224, 'Stressed Variance': 2612.0700052336265, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.758022388059701, 'Normal Variance': 1497.1868572830808, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.5875,0.6125,0.65,0.6875,0.6,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.491641791044776, 'Stressed Variance': 2108.118139095567, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.953955223880597, 'Normal Variance': 1211.305566445756, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.625,0.6125,0.625,0.6125,0.6,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.531455223880597, 'Stressed Variance': 2336.1917717629203, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.63589552238806, 'Normal Variance': 1473.3272040487857, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.5125,0.575,0.6,0.6125,0.6375,0.3625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.977425373134328, 'Stressed Variance': 2280.361915759356, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.888059701492537, 'Normal Variance': 1199.2353051904656, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.6625,0.625,0.625,0.575,0.525,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.217873134328358, 'Stressed Variance': 2147.507941745099, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.726902985074627, 'Normal Variance': 1504.104709065215, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.5625,0.5125,0.65,0.4875,0.5375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.814216417910448, 'Stressed Variance': 2082.589103863611, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.932611940298507, 'Normal Variance': 1211.1863543717975, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.5625,0.6,0.6375,0.5625,0.6125,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.825298507462686, 'Stressed Variance': 2646.954554015371, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.669029850746269, 'Normal Variance': 1486.4014289095567, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.5625,0.5875,0.65,0.6625,0.625,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.675522388059702, 'Stressed Variance': 2046.9694903987527, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.86070895522388, 'Normal Variance': 1191.2383965123079, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.6125,0.575,0.625,0.55,0.55,0.3875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.692126865671642, 'Stressed Variance': 2519.032714133159, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.444514925373134, 'Normal Variance': 1434.5384885706728, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.65,0.575,0.6125,0.625,0.5625,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8677.25504830429, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.400373134328358, 'Stressed Variance': 2524.3121640398754, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.86070895522388, 'Normal Variance': 1198.7034711391734, 'Normal Steady State Time': 10.0})",1.8399999999999992,0.575,0.6,0.525,0.65,0.625,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8700.90958119067, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.038805970149253, 'Stressed Variance': 2162.3948373802627, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.596417910447761, 'Normal Variance': 1464.1953304522165, 'Normal Steady State Time': 10.0})",1.8499999999999992,0.6,0.6625,0.725,0.65,0.7125,0.5
